2025-11-02 03:58:46,460 | INFO | === START: INGEST ===
2025-11-02 11:41:09,396 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:41:09,402 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:41:09,403 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:41:09,425 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:41:09,425 | INFO | === END: INGEST ===
2025-11-02 11:41:09,426 | INFO | Transforming doctors dataset...
2025-11-02 11:41:09,427 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:41:09,428 | INFO | Transforming appointments dataset...
2025-11-02 11:41:09,431 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:41:09,432 | INFO | Status values standardized
2025-11-02 11:41:27,615 | INFO | === START: INGEST ===
2025-11-02 11:41:27,616 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:41:27,633 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:41:27,633 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:41:27,663 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:41:27,663 | INFO | === END: INGEST ===
2025-11-02 11:41:27,664 | INFO | === START: INGEST ===
2025-11-02 11:41:27,665 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:41:27,671 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:41:27,672 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:41:27,694 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:41:27,695 | INFO | === END: INGEST ===
2025-11-02 11:41:27,696 | INFO | Transforming doctors dataset...
2025-11-02 11:41:27,697 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:41:27,698 | INFO | Transforming appointments dataset...
2025-11-02 11:41:27,700 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:41:27,701 | INFO | Status values standardized
2025-11-02 11:42:37,558 | INFO | === START: INGEST ===
2025-11-02 11:42:37,559 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:42:37,575 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:42:37,605 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:42:37,672 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:42:37,672 | INFO | === END: INGEST ===
2025-11-02 11:42:37,673 | INFO | === START: INGEST ===
2025-11-02 11:42:37,673 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:42:37,680 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:42:37,681 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:42:37,703 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:42:37,704 | INFO | === END: INGEST ===
2025-11-02 11:42:37,704 | INFO | Transforming doctors dataset...
2025-11-02 11:42:37,706 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:42:37,707 | INFO | Transforming appointments dataset...
2025-11-02 11:42:37,709 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:42:37,710 | INFO | Status values standardized
2025-11-02 11:48:18,028 | INFO | === START: INGEST ===
2025-11-02 11:48:18,030 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:48:18,052 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:48:18,053 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:48:18,079 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:48:18,079 | INFO | === END: INGEST ===
2025-11-02 11:48:18,080 | INFO | Transforming doctors dataset...
2025-11-02 11:48:18,083 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:48:18,083 | INFO | Transforming appointments dataset...
2025-11-02 11:48:18,086 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:48:18,087 | INFO | Status values standardized
2025-11-02 11:48:26,709 | INFO | === START: INGEST ===
2025-11-02 11:48:26,710 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:48:26,723 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:48:26,724 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:48:26,820 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:48:26,820 | INFO | === END: INGEST ===
2025-11-02 11:48:26,821 | INFO | === START: INGEST ===
2025-11-02 11:48:26,822 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:48:26,829 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:48:26,830 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:48:26,853 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:48:26,854 | INFO | === END: INGEST ===
2025-11-02 11:48:26,854 | INFO | Transforming doctors dataset...
2025-11-02 11:48:26,855 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:48:26,856 | INFO | Transforming appointments dataset...
2025-11-02 11:48:26,858 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:48:26,859 | INFO | Status values standardized
2025-11-02 11:48:26,872 | INFO | === START: INGEST ===
2025-11-02 11:48:26,873 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:48:26,882 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:48:26,883 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:48:26,907 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:48:26,907 | INFO | === END: INGEST ===
2025-11-02 11:48:26,908 | INFO | Transforming doctors dataset...
2025-11-02 11:48:26,909 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:48:26,909 | INFO | Transforming appointments dataset...
2025-11-02 11:48:26,911 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:48:26,912 | INFO | Status values standardized
2025-11-02 11:48:59,572 | INFO | === START: INGEST ===
2025-11-02 11:48:59,573 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:48:59,592 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:48:59,592 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:48:59,625 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:48:59,625 | INFO | === END: INGEST ===
2025-11-02 11:48:59,626 | INFO | === START: INGEST ===
2025-11-02 11:48:59,626 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:48:59,634 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:48:59,634 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:48:59,656 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:48:59,656 | INFO | === END: INGEST ===
2025-11-02 11:48:59,657 | INFO | Transforming doctors dataset...
2025-11-02 11:48:59,658 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:48:59,658 | INFO | Transforming appointments dataset...
2025-11-02 11:48:59,660 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:48:59,661 | INFO | Status values standardized
2025-11-02 11:49:02,250 | INFO | === START: INGEST ===
2025-11-02 11:49:02,252 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:49:02,268 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:49:02,269 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:49:02,302 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:49:02,302 | INFO | === END: INGEST ===
2025-11-02 11:49:02,303 | INFO | Transforming doctors dataset...
2025-11-02 11:49:02,304 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:49:02,305 | INFO | Transforming appointments dataset...
2025-11-02 11:49:02,307 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:49:02,308 | INFO | Status values standardized
2025-11-02 11:49:24,220 | INFO | === START: INGEST ===
2025-11-02 11:49:24,221 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:49:24,236 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:49:24,236 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:49:24,327 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:49:24,328 | INFO | === END: INGEST ===
2025-11-02 11:49:24,329 | INFO | === START: INGEST ===
2025-11-02 11:49:24,329 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:49:24,337 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:49:24,338 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:49:24,361 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:49:24,362 | INFO | === END: INGEST ===
2025-11-02 11:49:24,362 | INFO | Transforming doctors dataset...
2025-11-02 11:49:24,364 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:49:24,364 | INFO | Transforming appointments dataset...
2025-11-02 11:49:24,367 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:49:24,368 | INFO | Status values standardized
2025-11-02 11:50:30,752 | INFO | === START: INGEST ===
2025-11-02 11:50:30,753 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:50:30,767 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:50:30,768 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:50:30,796 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:50:30,797 | INFO | === END: INGEST ===
2025-11-02 11:50:30,798 | INFO | === START: INGEST ===
2025-11-02 11:50:30,799 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:50:30,806 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:50:30,806 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:50:30,830 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:50:30,831 | INFO | === END: INGEST ===
2025-11-02 11:50:30,831 | INFO | Transforming doctors dataset...
2025-11-02 11:50:30,833 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:50:30,834 | INFO | Transforming appointments dataset...
2025-11-02 11:50:30,836 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:50:30,837 | INFO | Status values standardized
2025-11-02 11:51:58,664 | INFO | === START: INGEST ===
2025-11-02 11:51:58,665 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:51:58,676 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:51:58,677 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:51:58,704 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:51:58,704 | INFO | === END: INGEST ===
2025-11-02 11:51:58,705 | INFO | === START: INGEST ===
2025-11-02 11:51:58,705 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:51:58,712 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:51:58,712 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:51:58,736 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:51:58,736 | INFO | === END: INGEST ===
2025-11-02 11:51:58,737 | INFO | Transforming doctors dataset...
2025-11-02 11:51:58,738 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:51:58,738 | INFO | Transforming appointments dataset...
2025-11-02 11:51:58,740 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:51:58,741 | INFO | Status values standardized
2025-11-02 11:52:25,633 | INFO | === START: INGEST ===
2025-11-02 11:52:25,634 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:52:25,653 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:52:25,654 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:52:25,678 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:52:25,679 | INFO | === END: INGEST ===
2025-11-02 11:52:25,680 | INFO | === START: INGEST ===
2025-11-02 11:52:25,680 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:52:25,691 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:52:25,691 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:52:25,739 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:52:25,740 | INFO | === END: INGEST ===
2025-11-02 11:52:25,740 | INFO | Transforming doctors dataset...
2025-11-02 11:52:25,742 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:52:25,742 | INFO | Transforming appointments dataset...
2025-11-02 11:52:25,743 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:52:25,744 | INFO | Status values standardized
2025-11-02 11:52:27,953 | INFO | === START: INGEST ===
2025-11-02 11:52:27,953 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:52:27,967 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:52:27,968 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:52:27,994 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:52:27,995 | INFO | === END: INGEST ===
2025-11-02 11:52:27,996 | INFO | === START: INGEST ===
2025-11-02 11:52:27,996 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:52:28,003 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:52:28,004 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:52:28,028 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:52:28,028 | INFO | === END: INGEST ===
2025-11-02 11:52:28,029 | INFO | Transforming doctors dataset...
2025-11-02 11:52:28,030 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:52:28,030 | INFO | Transforming appointments dataset...
2025-11-02 11:52:28,032 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:52:28,033 | INFO | Status values standardized
2025-11-02 11:57:12,881 | INFO | === START: INGEST ===
2025-11-02 11:57:12,882 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:57:12,900 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:57:12,901 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:57:12,930 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:57:12,931 | INFO | === END: INGEST ===
2025-11-02 11:57:12,932 | INFO | === START: INGEST ===
2025-11-02 11:57:12,933 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 11:57:12,940 | INFO | Doctors file loaded: 5 rows
2025-11-02 11:57:12,940 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 11:57:12,962 | INFO | Appointments file loaded: 1025 rows
2025-11-02 11:57:12,962 | INFO | === END: INGEST ===
2025-11-02 11:57:12,963 | INFO | Transforming doctors dataset...
2025-11-02 11:57:12,964 | INFO | Doctors cleaned: 5 rows
2025-11-02 11:57:12,965 | INFO | Transforming appointments dataset...
2025-11-02 11:57:12,966 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 11:57:12,968 | INFO | Status values standardized
2025-11-02 12:04:52,821 | INFO | === START: INGEST ===
2025-11-02 12:04:52,822 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:04:52,836 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:04:52,837 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:04:52,863 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:04:52,864 | INFO | === END: INGEST ===
2025-11-02 12:04:52,865 | INFO | === START: INGEST ===
2025-11-02 12:04:52,865 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:04:52,873 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:04:52,873 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:04:52,896 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:04:52,897 | INFO | === END: INGEST ===
2025-11-02 12:04:52,897 | INFO | Transforming doctors dataset...
2025-11-02 12:04:52,899 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:04:52,900 | INFO | Transforming appointments dataset...
2025-11-02 12:04:52,903 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:04:52,906 | INFO | Status values standardized
2025-11-02 12:07:37,861 | INFO | === START: INGEST ===
2025-11-02 12:07:37,864 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:07:37,954 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:07:37,955 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:07:37,981 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:07:37,981 | INFO | === END: INGEST ===
2025-11-02 12:07:37,982 | INFO | === START: INGEST ===
2025-11-02 12:07:37,982 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:07:37,990 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:07:37,991 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:07:38,013 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:07:38,013 | INFO | === END: INGEST ===
2025-11-02 12:07:38,014 | INFO | Transforming doctors dataset...
2025-11-02 12:07:38,016 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:07:38,016 | INFO | Transforming appointments dataset...
2025-11-02 12:07:38,019 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:07:38,020 | INFO | Status values standardized
2025-11-02 12:09:01,479 | INFO | === START: INGEST ===
2025-11-02 12:09:01,480 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:09:01,491 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:09:01,492 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:09:01,519 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:09:01,519 | INFO | === END: INGEST ===
2025-11-02 12:09:01,520 | INFO | === START: INGEST ===
2025-11-02 12:09:01,520 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:09:01,529 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:09:01,529 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:09:01,550 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:09:01,550 | INFO | === END: INGEST ===
2025-11-02 12:09:01,550 | INFO | Transforming doctors dataset...
2025-11-02 12:09:01,552 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:09:01,552 | INFO | Transforming appointments dataset...
2025-11-02 12:09:01,554 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:09:01,556 | INFO | Status values standardized
2025-11-02 12:10:26,161 | INFO | === START: INGEST ===
2025-11-02 12:10:26,162 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:10:26,177 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:10:26,177 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:10:26,208 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:10:26,208 | INFO | === END: INGEST ===
2025-11-02 12:10:26,209 | INFO | === START: INGEST ===
2025-11-02 12:10:26,210 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:10:26,216 | INFO | Doctors file loaded: 5 rows
2025-11-02 12:10:26,217 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 12:10:26,238 | INFO | Appointments file loaded: 1025 rows
2025-11-02 12:10:26,239 | INFO | === END: INGEST ===
2025-11-02 12:10:26,239 | INFO | Transforming doctors dataset...
2025-11-02 12:10:26,241 | INFO | Doctors cleaned: 5 rows
2025-11-02 12:10:26,242 | INFO | Transforming appointments dataset...
2025-11-02 12:10:26,244 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 12:10:26,245 | INFO | Status values standardized
2025-11-02 12:11:35,791 | INFO | === START: INGEST ===
2025-11-02 12:11:35,792 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 12:11:35,805 | INFO | Doctors file loaded: 5 rows
